cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb
C61,9,1,10,4,1,2025-07-16T15:36:58.676379919,2025-07-16T15:36:58.680492401,4.11,sucesso,,21.12
C61,9,2,10,4,1,2025-07-16T15:36:58.676772594,2025-07-16T15:36:58.680770874,4.00,sucesso,,21.12
C61,9,3,10,4,1,2025-07-16T15:36:58.677002429,2025-07-16T15:36:58.680982589,3.98,sucesso,,21.12
C61,9,4,10,4,1,2025-07-16T15:36:58.677243947,2025-07-16T15:36:58.681397914,4.15,sucesso,,21.12
C61,9,5,10,4,1,2025-07-16T15:36:58.696270227,2025-07-16T15:36:58.700605392,4.34,sucesso,,21.12
C61,9,6,10,4,1,2025-07-16T15:36:58.696668863,2025-07-16T15:36:58.700723648,4.05,sucesso,,21.12
C61,9,7,10,4,1,2025-07-16T15:36:58.696949720,2025-07-16T15:36:58.700910329,3.96,sucesso,,21.12
C61,9,8,10,4,1,2025-07-16T15:36:58.697206497,2025-07-16T15:36:58.701114177,3.91,sucesso,,21.12
C61,9,9,10,4,1,2025-07-16T15:36:58.752664089,2025-07-16T15:36:58.756464481,3.80,sucesso,,21.00
C61,9,10,10,4,1,2025-07-16T15:36:58.753030300,2025-07-16T15:36:58.756197690,3.17,sucesso,,21.00
