cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb
C75,8,1,30,4,100,2025-07-16T15:40:22.632954359,2025-07-16T15:40:22.683166742,50.21,sucesso,,21.12
C75,8,2,30,4,100,2025-07-16T15:40:22.633339166,2025-07-16T15:40:22.686373233,53.03,sucesso,,21.12
C75,8,3,30,4,100,2025-07-16T15:40:22.633548974,2025-07-16T15:40:22.682218551,48.67,sucesso,,21.12
C75,8,4,30,4,100,2025-07-16T15:40:22.633871316,2025-07-16T15:40:22.686222791,52.35,sucesso,,21.12
C75,8,5,30,4,100,2025-07-16T15:40:22.634128093,2025-07-16T15:40:22.696442365,62.31,sucesso,,21.12
C75,8,6,30,4,100,2025-07-16T15:40:22.634379148,2025-07-16T15:40:22.694134950,59.76,sucesso,,21.12
C75,8,7,30,4,100,2025-07-16T15:40:22.634585142,2025-07-16T15:40:22.705522060,70.94,sucesso,,21.12
C75,8,8,30,4,100,2025-07-16T15:40:22.634800910,2025-07-16T15:40:22.705614805,70.81,sucesso,,21.12
C75,8,9,30,4,100,2025-07-16T15:40:22.636606454,2025-07-16T15:40:22.704193830,67.59,sucesso,,21.12
C75,8,10,30,4,100,2025-07-16T15:40:22.636942148,2025-07-16T15:40:22.695897579,58.96,sucesso,,21.12
C75,8,11,30,4,100,2025-07-16T15:40:22.668140649,2025-07-16T15:40:22.713330507,45.19,sucesso,,21.00
C75,8,12,30,4,100,2025-07-16T15:40:22.668682098,2025-07-16T15:40:22.734064340,65.38,sucesso,,21.00
C75,8,13,30,4,100,2025-07-16T15:40:22.668981075,2025-07-16T15:40:22.725685358,56.70,sucesso,,21.00
C75,8,14,30,4,100,2025-07-16T15:40:22.669227600,2025-07-16T15:40:22.714138984,44.91,sucesso,,21.00
C75,8,15,30,4,100,2025-07-16T15:40:22.669459342,2025-07-16T15:40:22.705805063,36.35,sucesso,,21.00
C75,8,16,30,4,100,2025-07-16T15:40:22.669685363,2025-07-16T15:40:22.704487562,34.80,sucesso,,21.00
C75,8,17,30,4,100,2025-07-16T15:40:22.669892072,2025-07-16T15:40:22.706007957,36.12,sucesso,,21.00
C75,8,18,30,4,100,2025-07-16T15:40:22.670144081,2025-07-16T15:40:22.705031871,34.89,sucesso,,21.00
C75,8,19,30,4,100,2025-07-16T15:40:22.671695470,2025-07-16T15:40:22.713912725,42.22,sucesso,,21.00
C75,8,20,30,4,100,2025-07-16T15:40:22.671937465,2025-07-16T15:40:22.712852478,40.92,sucesso,,21.00
C75,8,21,30,4,100,2025-07-16T15:40:22.730235099,2025-07-16T15:40:22.781800508,51.57,sucesso,,20.62
C75,8,22,30,4,100,2025-07-16T15:40:22.730610132,2025-07-16T15:40:22.785516500,54.91,sucesso,,20.62
C75,8,23,30,4,100,2025-07-16T15:40:22.730839967,2025-07-16T15:40:22.754273653,23.43,sucesso,,20.62
C75,8,24,30,4,100,2025-07-16T15:40:22.731090545,2025-07-16T15:40:22.789448499,58.36,sucesso,,20.62
C75,8,25,30,4,100,2025-07-16T15:40:22.731339454,2025-07-16T15:40:22.793559312,62.22,sucesso,,20.62
C75,8,26,30,4,100,2025-07-16T15:40:22.731609582,2025-07-16T15:40:22.797883987,66.27,sucesso,,20.62
C75,8,27,30,4,100,2025-07-16T15:40:22.731857061,2025-07-16T15:40:22.797795295,65.94,sucesso,,20.62
C75,8,28,30,4,100,2025-07-16T15:40:22.732092380,2025-07-16T15:40:22.793623447,61.53,sucesso,,20.62
C75,8,29,30,4,100,2025-07-16T15:40:22.735254287,2025-07-16T15:40:22.797652482,62.40,sucesso,,20.62
C75,8,30,30,4,100,2025-07-16T15:40:22.735613346,2025-07-16T15:40:22.797958135,62.34,sucesso,,20.62
