cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb
C23,5,15,40,2,1000,2025-07-16T14:30:40.437930583,2025-07-16T14:30:42.747434854,2309.50,sucesso,,21.12
C23,5,16,40,2,1000,2025-07-16T14:30:40.438440561,2025-07-16T14:30:42.827175378,2388.73,sucesso,,21.12
C23,5,17,40,2,1000,2025-07-16T14:30:40.438705205,2025-07-16T14:30:42.716267824,2277.56,sucesso,,21.12
C23,5,18,40,2,1000,2025-07-16T14:30:40.439043045,2025-07-16T14:30:42.843439340,2404.40,sucesso,,21.12
C23,5,19,40,2,1000,2025-07-16T14:30:40.439298152,2025-07-16T14:30:42.806436061,2367.14,sucesso,,21.12
C23,5,20,40,2,1000,2025-07-16T14:30:40.439605236,2025-07-16T14:30:42.747141122,2307.54,sucesso,,21.12
C23,5,21,40,2,1000,2025-07-16T14:30:40.439799785,2025-07-16T14:30:42.794302463,2354.50,sucesso,,21.12
C23,5,22,40,2,1000,2025-07-16T14:30:40.441301107,2025-07-16T14:30:42.814059734,2372.76,sucesso,,21.12
C23,5,23,40,2,1000,2025-07-16T14:30:40.441561460,2025-07-16T14:30:42.879751443,2438.19,sucesso,,21.12
C23,5,24,40,2,1000,2025-07-16T14:30:40.441814422,2025-07-16T14:30:42.909484624,2467.67,sucesso,,21.12
C23,5,25,40,2,1000,2025-07-16T14:30:40.442046880,2025-07-16T14:30:42.871753692,2429.71,sucesso,,21.12
C23,5,26,40,2,1000,2025-07-16T14:30:40.442268848,2025-07-16T14:30:42.899866104,2457.60,sucesso,,21.12
C23,5,27,40,2,1000,2025-07-16T14:30:40.442474603,2025-07-16T14:30:42.928272724,2485.80,sucesso,,21.12
C23,5,28,40,2,1000,2025-07-16T14:30:40.442682027,2025-07-16T14:30:42.891072511,2448.39,sucesso,,21.12
C23,5,1,40,2,1000,2025-07-16T14:30:40.392384529,2025-07-16T14:30:40.511907815,119.52,sucesso,,21.25
C23,5,2,40,2,1000,2025-07-16T14:30:40.392743825,2025-07-16T14:30:40.512076616,119.33,sucesso,,21.25
C23,5,3,40,2,1000,2025-07-16T14:30:40.392911434,2025-07-16T14:30:40.512160062,119.25,sucesso,,21.25
C23,5,4,40,2,1000,2025-07-16T14:30:40.393133640,2025-07-16T14:30:40.512213945,119.08,sucesso,,21.25
C23,5,5,40,2,1000,2025-07-16T14:30:40.393333435,2025-07-16T14:30:40.512260437,118.93,sucesso,,21.25
C23,5,6,40,2,1000,2025-07-16T14:30:40.393600225,2025-07-16T14:30:42.567977666,2174.38,sucesso,,21.25
C23,5,7,40,2,1000,2025-07-16T14:30:40.393870115,2025-07-16T14:30:42.671365022,2277.49,sucesso,,21.25
C23,5,8,40,2,1000,2025-07-16T14:30:40.395339488,2025-07-16T14:30:42.856806516,2461.47,sucesso,,21.25
C23,5,9,40,2,1000,2025-07-16T14:30:40.395800352,2025-07-16T14:30:42.840050697,2444.25,sucesso,,21.25
C23,5,10,40,2,1000,2025-07-16T14:30:40.396041631,2025-07-16T14:30:42.845886230,2449.84,sucesso,,21.25
C23,5,11,40,2,1000,2025-07-16T14:30:40.396257877,2025-07-16T14:30:42.813517332,2417.26,sucesso,,21.25
C23,5,12,40,2,1000,2025-07-16T14:30:40.396461725,2025-07-16T14:30:42.854166746,2457.71,sucesso,,21.25
C23,5,13,40,2,1000,2025-07-16T14:30:40.396790027,2025-07-16T14:30:42.924630880,2527.84,sucesso,,21.25
C23,5,14,40,2,1000,2025-07-16T14:30:40.397084236,2025-07-16T14:30:42.929382324,2532.30,sucesso,,21.25
C23,5,29,40,2,1000,2025-07-16T14:30:40.505823850,2025-07-16T14:30:42.930742979,2424.92,sucesso,,21.12
C23,5,30,40,2,1000,2025-07-16T14:30:40.506248712,2025-07-16T14:30:42.934258937,2428.01,sucesso,,21.12
C23,5,31,40,2,1000,2025-07-16T14:30:40.506460666,2025-07-16T14:30:42.938822031,2432.36,sucesso,,21.12
C23,5,32,40,2,1000,2025-07-16T14:30:40.506649017,2025-07-16T14:30:42.910841703,2404.19,sucesso,,21.12
C23,5,33,40,2,1000,2025-07-16T14:30:40.506825685,2025-07-16T14:30:42.892431974,2385.61,sucesso,,21.12
C23,5,34,40,2,1000,2025-07-16T14:30:40.507033109,2025-07-16T14:30:42.930197954,2423.16,sucesso,,21.12
C23,5,35,40,2,1000,2025-07-16T14:30:40.507217407,2025-07-16T14:30:42.929791450,2422.57,sucesso,,21.12
C23,5,36,40,2,1000,2025-07-16T14:30:40.507406949,2025-07-16T14:30:42.938647508,2431.24,sucesso,,21.12
C23,5,37,40,2,1000,2025-07-16T14:30:40.508855819,2025-07-16T14:30:42.924672365,2415.82,sucesso,,21.12
C23,5,38,40,2,1000,2025-07-16T14:30:40.509058713,2025-07-16T14:30:42.940011024,2430.95,sucesso,,21.12
C23,5,39,40,2,1000,2025-07-16T14:30:40.509281873,2025-07-16T14:30:42.940315723,2431.03,sucesso,,21.12
C23,5,40,40,2,1000,2025-07-16T14:30:40.509509086,2025-07-16T14:30:42.937884330,2428.38,sucesso,,21.12
