cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb
C232,2,1,90,8,500,2025-07-16T18:54:48.826423645,2025-07-16T18:54:48.948347091,121.92,sucesso,,21.50
C232,2,2,90,8,500,2025-07-16T18:54:48.826771974,2025-07-16T18:54:48.948530912,121.76,sucesso,,21.50
C232,2,3,90,8,500,2025-07-16T18:54:48.826960086,2025-07-16T18:54:48.948632478,121.67,sucesso,,21.50
C232,2,4,90,8,500,2025-07-16T18:54:48.827194213,2025-07-16T18:54:48.948708295,121.51,sucesso,,21.50
C232,2,5,90,8,500,2025-07-16T18:54:48.827417135,2025-07-16T18:54:48.948778152,121.36,sucesso,,21.50
C232,2,6,90,8,500,2025-07-16T18:54:48.828763246,2025-07-16T18:54:48.948847532,120.08,sucesso,,21.50
C232,2,7,90,8,500,2025-07-16T18:54:48.828981399,2025-07-16T18:54:49.495256900,666.28,sucesso,,21.50
C232,2,8,90,8,500,2025-07-16T18:54:48.829177141,2025-07-16T18:54:49.870963096,1041.79,sucesso,,21.50
C232,2,9,90,8,500,2025-07-16T18:54:48.829418420,2025-07-16T18:54:51.572524785,2743.11,sucesso,,21.50
C232,2,10,90,8,500,2025-07-16T18:54:48.829649448,2025-07-16T18:54:51.356558322,2526.91,sucesso,,21.50
C232,2,11,90,8,500,2025-07-16T18:54:48.829890727,2025-07-16T18:54:51.551073551,2721.18,sucesso,,21.50
C232,2,12,90,8,500,2025-07-16T18:54:48.830111265,2025-07-16T18:54:51.632310390,2802.20,sucesso,,21.50
C232,2,13,90,8,500,2025-07-16T18:54:48.830321311,2025-07-16T18:54:51.603072881,2772.75,sucesso,,21.50
C232,2,14,90,8,500,2025-07-16T18:54:48.830527544,2025-07-16T18:54:51.841426372,3010.90,sucesso,,21.50
C232,2,15,90,8,500,2025-07-16T18:54:48.830714941,2025-07-16T18:54:51.884772062,3054.06,sucesso,,21.50
C232,2,16,90,8,500,2025-07-16T18:54:48.830910921,2025-07-16T18:54:51.912704229,3081.79,sucesso,,21.50
C232,2,17,90,8,500,2025-07-16T18:54:48.831128358,2025-07-16T18:54:51.768631219,2937.50,sucesso,,21.50
C232,2,18,90,8,500,2025-07-16T18:54:48.831369638,2025-07-16T18:54:51.950563430,3119.19,sucesso,,21.50
C232,2,19,90,8,500,2025-07-16T18:54:48.831604957,2025-07-16T18:54:51.833704471,3002.10,sucesso,,21.50
C232,2,20,90,8,500,2025-07-16T18:54:48.831810712,2025-07-16T18:54:51.850352525,3018.54,sucesso,,21.50
C232,2,21,90,8,500,2025-07-16T18:54:48.832078218,2025-07-16T18:54:51.939755439,3107.68,sucesso,,21.50
C232,2,22,90,8,500,2025-07-16T18:54:48.832293272,2025-07-16T18:54:51.738518238,2906.22,sucesso,,21.50
C232,2,23,90,8,500,2025-07-16T18:54:48.832507848,2025-07-16T18:54:51.947007417,3114.50,sucesso,,21.50
C232,2,24,90,8,500,2025-07-16T18:54:48.832755565,2025-07-16T18:54:51.957470178,3124.71,sucesso,,21.50
C232,2,25,90,8,500,2025-07-16T18:54:48.832967519,2025-07-16T18:54:51.945675849,3112.71,sucesso,,21.50
C232,2,26,90,8,500,2025-07-16T18:54:48.833195209,2025-07-16T18:54:51.739476919,2906.28,sucesso,,21.50
C232,2,27,90,8,500,2025-07-16T18:54:48.833431243,2025-07-16T18:54:51.953902244,3120.47,sucesso,,21.50
C232,2,28,90,8,500,2025-07-16T18:54:48.833633899,2025-07-16T18:54:51.890172719,3056.54,sucesso,,21.50
C232,2,29,90,8,500,2025-07-16T18:54:48.833870410,2025-07-16T18:54:51.903106451,3069.24,sucesso,,21.50
C232,2,30,90,8,500,2025-07-16T18:54:48.834113121,2025-07-16T18:54:51.951491832,3117.38,sucesso,,21.50
C232,2,31,90,8,500,2025-07-16T18:54:48.870759963,2025-07-16T18:54:51.778280258,2907.52,sucesso,,21.38
C232,2,32,90,8,500,2025-07-16T18:54:48.871220827,2025-07-16T18:54:51.924421548,3053.20,sucesso,,21.38
