cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb
C294,7,1,90,10,10000,2025-07-16T20:24:28.756086587,2025-07-16T20:24:31.655563354,2899.48,sucesso,,22.75
C294,7,2,90,10,10000,2025-07-16T20:24:28.756536722,2025-07-16T20:25:12.137620449,43381.08,sucesso,,31.62
C294,7,3,90,10,10000,2025-07-16T20:24:28.756799697,2025-07-16T20:25:07.896579504,39139.78,sucesso,,31.00
C294,7,4,90,10,10000,2025-07-16T20:24:28.757108926,2025-07-16T20:25:22.150759696,53393.65,sucesso,,33.62
C294,7,5,90,10,10000,2025-07-16T20:24:28.757376670,2025-07-16T20:25:28.272553682,59515.18,sucesso,,34.62
C294,7,6,90,10,10000,2025-07-16T20:24:28.759155035,2025-07-16T20:25:28.992911577,60233.76,sucesso,,34.62
C294,7,7,90,10,10000,2025-07-16T20:24:28.759770393,2025-07-16T20:25:30.599665641,61839.90,sucesso,,34.62
C294,7,8,90,10,10000,2025-07-16T20:24:28.760105371,2025-07-16T20:25:31.530771970,62770.67,sucesso,,34.62
C294,7,9,90,10,10000,2025-07-16T20:24:28.760464906,2025-07-16T20:25:28.336297035,59575.83,sucesso,,34.62
C294,7,10,90,10,10000,2025-07-16T20:24:28.760700225,2025-07-16T20:25:31.389760732,62629.06,sucesso,,34.62
C294,7,11,90,10,10000,2025-07-16T20:24:28.760937452,2025-07-16T20:25:31.832254409,63071.32,sucesso,,34.62
C294,7,12,90,10,10000,2025-07-16T20:24:28.761149168,2025-07-16T20:25:31.515786409,62754.64,sucesso,,34.62
C294,7,13,90,10,10000,2025-07-16T20:24:28.761373043,2025-07-16T20:25:31.355665922,62594.29,sucesso,,34.62
C294,7,14,90,10,10000,2025-07-16T20:24:28.761594057,2025-07-16T20:25:32.405613899,63644.02,sucesso,,34.62
C294,7,15,90,10,10000,2025-07-16T20:24:28.761880874,2025-07-16T20:25:31.924317359,63162.44,sucesso,,34.62
C294,7,16,90,10,10000,2025-07-16T20:24:28.762180805,2025-07-16T20:25:32.086927890,63324.75,sucesso,,34.62
C294,7,17,90,10,10000,2025-07-16T20:24:28.762394189,2025-07-16T20:25:32.427278757,63664.88,sucesso,,34.62
C294,7,18,90,10,10000,2025-07-16T20:24:28.762877702,2025-07-16T20:25:32.441534042,63678.66,sucesso,,34.62
C294,7,19,90,10,10000,2025-07-16T20:24:28.763164758,2025-07-16T20:25:32.631816148,63868.65,sucesso,,34.62
C294,7,20,90,10,10000,2025-07-16T20:24:28.763377666,2025-07-16T20:25:32.614587545,63851.21,sucesso,,34.62
C294,7,21,90,10,10000,2025-07-16T20:24:28.763654470,2025-07-16T20:25:32.682737112,63919.08,sucesso,,34.62
C294,7,22,90,10,10000,2025-07-16T20:24:28.763858795,2025-07-16T20:25:32.558915853,63795.06,sucesso,,34.62
C294,7,23,90,10,10000,2025-07-16T20:24:28.764106750,2025-07-16T20:25:32.387306928,63623.20,sucesso,,34.62
C294,7,24,90,10,10000,2025-07-16T20:24:28.764361381,2025-07-16T20:25:32.816767215,64052.41,sucesso,,33.42
C294,7,25,90,10,10000,2025-07-16T20:24:28.764540672,2025-07-16T20:25:32.789011240,64024.47,sucesso,,34.62
C294,7,26,90,10,10000,2025-07-16T20:24:28.764812946,2025-07-16T20:25:32.786818742,64022.01,sucesso,,34.62
C294,7,27,90,10,10000,2025-07-16T20:24:28.765037536,2025-07-16T20:25:32.734147787,63969.11,sucesso,,34.62
C294,7,28,90,10,10000,2025-07-16T20:24:28.765340566,2025-07-16T20:25:32.784744977,64019.40,sucesso,,34.62
C294,7,29,90,10,10000,2025-07-16T20:24:28.765683412,2025-07-16T20:25:32.775791883,64010.11,sucesso,,34.62
C294,7,30,90,10,10000,2025-07-16T20:24:28.765915870,2025-07-16T20:25:32.815640687,64049.72,sucesso,,33.42
C294,7,61,90,10,10000,2025-07-16T20:24:28.826709270,2025-07-16T20:25:10.899872064,42073.16,sucesso,,31.75
C294,7,62,90,10,10000,2025-07-16T20:24:28.827206134,2025-07-16T20:25:09.082161426,40254.96,sucesso,,31.75
C294,7,63,90,10,10000,2025-07-16T20:24:28.827482700,2025-07-16T20:25:22.179187774,53351.71,sucesso,,33.62
C294,7,64,90,10,10000,2025-07-16T20:24:28.827687025,2025-07-16T20:25:30.007685899,61180.00,sucesso,,35.50
C294,7,65,90,10,10000,2025-07-16T20:24:28.827886581,2025-07-16T20:25:30.911594390,62083.71,sucesso,,35.50
C294,7,66,90,10,10000,2025-07-16T20:24:28.829465866,2025-07-16T20:25:29.417165756,60587.70,sucesso,,35.50
C294,7,67,90,10,10000,2025-07-16T20:24:28.829696416,2025-07-16T20:25:31.527304887,62697.61,sucesso,,35.50
C294,7,68,90,10,10000,2025-07-16T20:24:28.829912662,2025-07-16T20:25:30.495595693,61665.68,sucesso,,35.50
C294,7,69,90,10,10000,2025-07-16T20:24:28.830122947,2025-07-16T20:25:31.413933038,62583.81,sucesso,,35.50
C294,7,70,90,10,10000,2025-07-16T20:24:28.830327510,2025-07-16T20:25:31.848328351,63018.00,sucesso,,35.50
C294,7,71,90,10,10000,2025-07-16T20:24:28.830551147,2025-07-16T20:25:31.431755542,62601.20,sucesso,,35.50
C294,7,72,90,10,10000,2025-07-16T20:24:28.830751895,2025-07-16T20:25:32.144614458,63313.86,sucesso,,35.50
C294,7,73,90,10,10000,2025-07-16T20:24:28.830944061,2025-07-16T20:25:31.224958181,62394.01,sucesso,,35.50
C294,7,74,90,10,10000,2025-07-16T20:24:28.831152915,2025-07-16T20:25:31.061628580,62230.48,sucesso,,35.50
C294,7,75,90,10,10000,2025-07-16T20:24:28.831374168,2025-07-16T20:25:32.452126264,63620.75,sucesso,,35.50
C294,7,76,90,10,10000,2025-07-16T20:24:28.831559419,2025-07-16T20:25:32.403165102,63571.61,sucesso,,35.50
C294,7,77,90,10,10000,2025-07-16T20:24:28.831747770,2025-07-16T20:25:31.830270051,62998.52,sucesso,,35.50
C294,7,78,90,10,10000,2025-07-16T20:24:28.831960678,2025-07-16T20:25:32.514486312,63682.53,sucesso,,35.50
C294,7,79,90,10,10000,2025-07-16T20:24:28.832164525,2025-07-16T20:25:32.245724439,63413.56,sucesso,,35.50
C294,7,80,90,10,10000,2025-07-16T20:24:28.832413196,2025-07-16T20:25:32.463491916,63631.08,sucesso,,35.50
C294,7,81,90,10,10000,2025-07-16T20:24:28.832691669,2025-07-16T20:25:32.593503475,63760.81,sucesso,,35.50
C294,7,82,90,10,10000,2025-07-16T20:24:28.832914352,2025-07-16T20:25:32.763648986,63930.73,sucesso,,35.50
C294,7,83,90,10,10000,2025-07-16T20:24:28.833115339,2025-07-16T20:25:32.752121448,63919.01,sucesso,,35.50
C294,7,84,90,10,10000,2025-07-16T20:24:28.833321809,2025-07-16T20:25:32.676445007,63843.12,sucesso,,35.50
C294,7,85,90,10,10000,2025-07-16T20:24:28.833591699,2025-07-16T20:25:32.512637376,63679.05,sucesso,,35.50
C294,7,86,90,10,10000,2025-07-16T20:24:28.833796977,2025-07-16T20:25:32.774421930,63940.62,sucesso,,35.50
C294,7,87,90,10,10000,2025-07-16T20:24:28.833983898,2025-07-16T20:25:32.800906896,63966.92,sucesso,,35.50
C294,7,88,90,10,10000,2025-07-16T20:24:28.834195852,2025-07-16T20:25:32.819158792,63984.96,sucesso,,33.62
C294,7,89,90,10,10000,2025-07-16T20:24:28.834413766,2025-07-16T20:25:32.814388751,63979.97,sucesso,,34.07
C294,7,90,90,10,10000,2025-07-16T20:24:28.834632158,2025-07-16T20:25:32.812261581,63977.63,sucesso,,35.50
C294,7,31,90,10,10000,2025-07-16T20:24:28.790706872,2025-07-16T20:24:40.372523784,11581.82,sucesso,,24.38
C294,7,32,90,10,10000,2025-07-16T20:24:28.791189193,2025-07-16T20:25:03.441482782,34650.29,sucesso,,29.50
C294,7,33,90,10,10000,2025-07-16T20:24:28.791425228,2025-07-16T20:25:19.098129510,50306.70,sucesso,,33.00
C294,7,34,90,10,10000,2025-07-16T20:24:28.791674613,2025-07-16T20:25:22.040136098,53248.46,sucesso,,33.25
C294,7,35,90,10,10000,2025-07-16T20:24:28.791882038,2025-07-16T20:25:29.004906415,61213.02,sucesso,,34.12
C294,7,36,90,10,10000,2025-07-16T20:24:28.793256998,2025-07-16T20:25:25.227329969,56434.07,sucesso,,33.50
C294,7,37,90,10,10000,2025-07-16T20:24:28.793501853,2025-07-16T20:25:30.426558732,61633.06,sucesso,,34.25
C294,7,38,90,10,10000,2025-07-16T20:24:28.793681859,2025-07-16T20:25:30.942825555,62149.14,sucesso,,34.25
C294,7,39,90,10,10000,2025-07-16T20:24:28.793878078,2025-07-16T20:25:31.990137100,63196.26,sucesso,,34.25
C294,7,40,90,10,10000,2025-07-16T20:24:28.794080257,2025-07-16T20:25:32.240281343,63446.20,sucesso,,34.25
C294,7,41,90,10,10000,2025-07-16T20:24:28.794281244,2025-07-16T20:25:31.359283447,62565.00,sucesso,,34.25
C294,7,42,90,10,10000,2025-07-16T20:24:28.794418573,2025-07-16T20:25:31.980055570,63185.64,sucesso,,34.25
C294,7,43,90,10,10000,2025-07-16T20:24:28.794600963,2025-07-16T20:25:32.553889274,63759.29,sucesso,,34.25
C294,7,44,90,10,10000,2025-07-16T20:24:28.794796943,2025-07-16T20:25:32.485302686,63690.51,sucesso,,34.25
C294,7,45,90,10,10000,2025-07-16T20:24:28.795019865,2025-07-16T20:25:32.129785060,63334.77,sucesso,,34.25
C294,7,46,90,10,10000,2025-07-16T20:24:28.795234441,2025-07-16T20:25:32.540379285,63745.14,sucesso,,34.25
C294,7,47,90,10,10000,2025-07-16T20:24:28.795425653,2025-07-16T20:25:31.845480442,63050.05,sucesso,,34.25
C294,7,48,90,10,10000,2025-07-16T20:24:28.795573234,2025-07-16T20:25:32.273815631,63478.24,sucesso,,34.25
C294,7,49,90,10,10000,2025-07-16T20:24:28.795718431,2025-07-16T20:25:32.772097587,63976.38,sucesso,,34.25
C294,7,50,90,10,10000,2025-07-16T20:24:28.795841693,2025-07-16T20:25:32.404011011,63608.17,sucesso,,34.25
C294,7,51,90,10,10000,2025-07-16T20:24:28.796009540,2025-07-16T20:25:32.718694686,63922.69,sucesso,,34.25
C294,7,52,90,10,10000,2025-07-16T20:24:28.796137809,2025-07-16T20:25:32.536210060,63740.07,sucesso,,34.25
C294,7,53,90,10,10000,2025-07-16T20:24:28.796312570,2025-07-16T20:25:32.802525758,64006.21,sucesso,,34.25
C294,7,54,90,10,10000,2025-07-16T20:24:28.796476364,2025-07-16T20:25:32.630433559,63833.96,sucesso,,34.25
C294,7,55,90,10,10000,2025-07-16T20:24:28.796663045,2025-07-16T20:25:32.632436990,63835.77,sucesso,,34.25
C294,7,56,90,10,10000,2025-07-16T20:24:28.796832323,2025-07-16T20:25:32.818975448,64022.14,sucesso,,34.12
C294,7,57,90,10,10000,2025-07-16T20:24:28.797012567,2025-07-16T20:25:32.814154386,64017.14,sucesso,,34.12
C294,7,58,90,10,10000,2025-07-16T20:24:28.797253608,2025-07-16T20:25:32.810267925,64013.01,sucesso,,34.25
C294,7,59,90,10,10000,2025-07-16T20:24:28.797474384,2025-07-16T20:25:32.738308906,63940.83,sucesso,,34.25
C294,7,60,90,10,10000,2025-07-16T20:24:28.797677040,2025-07-16T20:25:32.820281267,64022.60,sucesso,,32.93
