num_clientes,num_servidores,num_mensagens,execucoes,tempo_min_ms,tempo_max_ms,tempo_media_ms,tempo_mediana_ms,tempo_std_ms,throughput_min,throughput_max,throughput_media,throughput_mediana,throughput_std
40,6,10,397,11.05,28.64,13.718942065491184,13.53,1.5700816710304675,349.16201117318434,904.9773755656108,736.6638506284384,739.0983000739099,70.3905164627648
40,6,100,374,116.89,364.56,205.63181818181818,195.88,49.99084641583576,274.30326969497474,855.5051758063137,513.3869842951889,510.5166481647385,116.23663403879402
40,6,500,392,1505.44,2731.66,2291.244744897959,2317.2200000000003,222.46132583096738,183.03888478068282,332.12881283877135,220.57034821745702,215.7758009915765,24.586380627966705
40,6,1000,391,4137.6,5726.61,5057.382941176471,5020.21,341.253091895893,174.6233810229787,241.6860015467904,198.64966473215424,199.1948543985212,13.702425251246838
40,6,10000,393,45229.56,48586.93,47547.72608142494,47525.2,405.7473656740611,205.81666715719638,221.09434626381508,210.33043351593867,210.4146852617138,1.813878193525364
40,8,1,400,3.1,7.35,4.125274999999999,4.0,0.6514879244192947,136.0544217687075,322.5806451612903,247.5415054741827,250.00156250976568,33.57622889867158
40,8,10,395,11.04,33.2,14.034379746835443,13.55,2.218918611545928,301.2048192771084,905.7971014492754,725.5777071339373,738.0073800738006,87.11041202876648
40,8,100,375,115.95,331.89,197.00864,181.8,55.91716076900106,301.3046491307361,862.44070720138,545.7253422774684,550.05500550055,139.48190030812685
40,8,500,394,1514.08,2460.65,2179.5192639593906,2233.0699999999997,185.98514935575326,203.19834190153006,330.2335411603086,231.31812180121054,223.9070152495383,22.627448210533732
40,8,1000,393,3970.0,5037.34,4601.275496183206,4632.13,203.13715982019832,198.5174715226687,251.88916876574305,217.77158081660784,215.8834056902548,10.027207974418578
40,8,10000,387,44543.52,51865.32,47973.96656330749,47633.31,1245.3990501430562,192.80706259982585,224.49954561291972,208.57862598880067,209.93712173266988,5.1091361313093895
40,10,1,400,2.99,14.77,4.1263749999999995,4.1,0.7376264918498364,67.70480704129993,334.44816053511704,246.9471824857427,243.90243902439028,29.936012771021907
