cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb,num_goroutine
C60,8,35,100,2,10000,2025-07-16T11:17:11.643768205-03:00,2025-07-16T11:17:13.37787348-03:00,1734.11,sucesso,,0.44,35
C60,8,36,100,2,10000,2025-07-16T11:17:11.639100627-03:00,2025-07-16T11:17:12.977189353-03:00,1338.09,sucesso,,0.42,35
C60,8,37,100,2,10000,2025-07-16T11:17:11.648653261-03:00,2025-07-16T11:17:12.850946562-03:00,1202.29,sucesso,,1.22,35
C60,8,38,100,2,10000,2025-07-16T11:17:11.648641664-03:00,2025-07-16T11:17:13.17605001-03:00,1527.41,sucesso,,1.15,35
C60,8,39,100,2,10000,2025-07-16T11:17:11.648597279-03:00,2025-07-16T11:17:13.245447048-03:00,1596.85,sucesso,,0.74,35
C60,8,40,100,2,10000,2025-07-16T11:17:11.649081289-03:00,2025-07-16T11:17:12.929480304-03:00,1280.40,sucesso,,1.23,35
C60,8,41,100,2,10000,2025-07-16T11:17:11.649070744-03:00,2025-07-16T11:17:12.875999393-03:00,1226.93,sucesso,,1.23,35
C60,8,42,100,2,10000,2025-07-16T11:17:11.64905635-03:00,2025-07-16T11:17:13.337048538-03:00,1687.99,sucesso,,1.23,35
C60,8,43,100,2,10000,2025-07-16T11:17:11.648629154-03:00,2025-07-16T11:17:13.015101986-03:00,1366.47,sucesso,,1.15,35
C60,8,44,100,2,10000,2025-07-16T11:17:11.648618178-03:00,2025-07-16T11:17:12.488379612-03:00,839.76,sucesso,,1.12,35
C60,8,45,100,2,10000,2025-07-16T11:17:11.648608124-03:00,2025-07-16T11:17:12.570201995-03:00,921.59,sucesso,,0.86,35
C60,8,46,100,2,10000,2025-07-16T11:17:11.652886839-03:00,2025-07-16T11:17:13.157709929-03:00,1504.82,sucesso,,1.23,35
C60,8,47,100,2,10000,2025-07-16T11:17:11.643854939-03:00,2025-07-16T11:17:13.106917074-03:00,1463.06,sucesso,,0.46,35
C60,8,48,100,2,10000,2025-07-16T11:17:11.643869584-03:00,2025-07-16T11:17:13.394107166-03:00,1750.24,sucesso,,0.62,35
C60,8,49,100,2,10000,2025-07-16T11:17:11.643781928-03:00,2025-07-16T11:17:12.773075837-03:00,1129.29,sucesso,,0.44,35
C60,8,50,100,2,10000,2025-07-16T11:17:11.643754222-03:00,2025-07-16T11:17:13.176343679-03:00,1532.59,sucesso,,0.43,35
C60,8,51,100,2,10000,2025-07-16T11:17:11.643741742-03:00,2025-07-16T11:17:13.051518379-03:00,1407.78,sucesso,,0.43,35
C60,8,52,100,2,10000,2025-07-16T11:17:11.64372404-03:00,2025-07-16T11:17:13.005523639-03:00,1361.80,sucesso,,0.43,35
C60,8,53,100,2,10000,2025-07-16T11:17:11.643481955-03:00,2025-07-16T11:17:13.322860258-03:00,1679.38,sucesso,,0.42,35
C60,8,54,100,2,10000,2025-07-16T11:17:11.643464223-03:00,2025-07-16T11:17:12.897149468-03:00,1253.69,sucesso,,0.42,35
C60,8,55,100,2,10000,2025-07-16T11:17:11.635038838-03:00,2025-07-16T11:17:13.030344366-03:00,1395.31,sucesso,,0.23,35
C60,8,56,100,2,10000,2025-07-16T11:17:11.63908925-03:00,2025-07-16T11:17:13.149562551-03:00,1510.47,sucesso,,0.41,35
C60,8,57,100,2,10000,2025-07-16T11:17:11.639077643-03:00,2025-07-16T11:17:13.060512536-03:00,1421.43,sucesso,,0.40,35
C60,8,58,100,2,10000,2025-07-16T11:17:11.639065414-03:00,2025-07-16T11:17:12.897229538-03:00,1258.16,sucesso,,0.33,35
C60,8,59,100,2,10000,2025-07-16T11:17:11.639052944-03:00,2025-07-16T11:17:12.952239141-03:00,1313.19,sucesso,,0.32,35
C60,8,60,100,2,10000,2025-07-16T11:17:11.639039613-03:00,2025-07-16T11:17:13.384014491-03:00,1744.97,sucesso,,0.31,35
C60,8,61,100,2,10000,2025-07-16T11:17:11.643894663-03:00,2025-07-16T11:17:12.755591782-03:00,1111.70,sucesso,,0.62,35
C60,8,62,100,2,10000,2025-07-16T11:17:11.625139998-03:00,2025-07-16T11:17:12.47998762-03:00,854.85,sucesso,,0.23,35
C60,8,63,100,2,10000,2025-07-16T11:17:11.61909775-03:00,2025-07-16T11:17:13.030429611-03:00,1411.33,sucesso,,0.22,35
C60,8,64,100,2,10000,2025-07-16T11:17:11.648546007-03:00,2025-07-16T11:17:12.951073961-03:00,1302.53,sucesso,,0.62,35
C60,8,65,100,2,10000,2025-07-16T11:17:11.648562466-03:00,2025-07-16T11:17:12.997919576-03:00,1349.36,sucesso,,0.71,35
C60,8,66,100,2,10000,2025-07-16T11:17:11.638071238-03:00,2025-07-16T11:17:13.113298849-03:00,1475.23,sucesso,,0.24,35
C60,8,67,100,2,10000,2025-07-16T11:17:11.633158993-03:00,2025-07-16T11:17:12.64711704-03:00,1013.96,sucesso,,0.23,35
C60,8,68,100,2,10000,2025-07-16T11:17:11.643882915-03:00,2025-07-16T11:17:12.432090171-03:00,788.21,sucesso,,0.62,35
C60,8,69,100,2,10000,2025-07-16T11:17:11.762857851-03:00,2025-07-16T11:17:13.205591025-03:00,1442.73,sucesso,,1.24,33
C60,8,70,100,2,10000,2025-07-16T11:17:11.762831759-03:00,2025-07-16T11:17:12.897081948-03:00,1134.25,sucesso,,1.21,33
C60,8,71,100,2,10000,2025-07-16T11:17:11.762856708-03:00,2025-07-16T11:17:13.358676943-03:00,1595.82,sucesso,,1.21,33
