cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb,num_goroutine
C29,7,1,50,2,1000,2025-07-16T11:14:20.37046573-03:00,2025-07-16T11:14:20.402249993-03:00,31.78,sucesso,,0.20,18
C29,7,2,50,2,1000,2025-07-16T11:14:20.37067618-03:00,2025-07-16T11:14:20.402100793-03:00,31.42,sucesso,,0.24,18
C29,7,3,50,2,1000,2025-07-16T11:14:20.370579083-03:00,2025-07-16T11:14:20.395963257-03:00,25.38,sucesso,,0.23,18
C29,7,4,50,2,1000,2025-07-16T11:14:20.369782976-03:00,2025-07-16T11:14:20.411477445-03:00,41.69,sucesso,,0.20,18
C29,7,5,50,2,1000,2025-07-16T11:14:20.37059645-03:00,2025-07-16T11:14:20.417122001-03:00,46.53,sucesso,,0.23,18
C29,7,6,50,2,1000,2025-07-16T11:14:20.370665342-03:00,2025-07-16T11:14:20.40169101-03:00,31.03,sucesso,,0.24,18
C29,7,7,50,2,1000,2025-07-16T11:14:20.370686807-03:00,2025-07-16T11:14:20.411459633-03:00,40.77,sucesso,,0.28,18
C29,7,8,50,2,1000,2025-07-16T11:14:20.37250928-03:00,2025-07-16T11:14:20.40713889-03:00,34.63,sucesso,,0.35,18
C29,7,9,50,2,1000,2025-07-16T11:14:20.37106556-03:00,2025-07-16T11:14:20.421271235-03:00,50.21,sucesso,,0.31,18
C29,7,10,50,2,1000,2025-07-16T11:14:20.371055894-03:00,2025-07-16T11:14:20.402375197-03:00,31.32,sucesso,,0.31,18
C29,7,11,50,2,1000,2025-07-16T11:14:20.372584159-03:00,2025-07-16T11:14:20.420648814-03:00,48.06,sucesso,,0.35,18
C29,7,12,50,2,1000,2025-07-16T11:14:20.371183811-03:00,2025-07-16T11:14:20.411630704-03:00,40.45,sucesso,,0.32,18
C29,7,13,50,2,1000,2025-07-16T11:14:20.370856502-03:00,2025-07-16T11:14:20.402329963-03:00,31.47,sucesso,,0.28,18
C29,7,14,50,2,1000,2025-07-16T11:14:20.370869372-03:00,2025-07-16T11:14:20.417592691-03:00,46.72,sucesso,,0.29,18
C29,7,15,50,2,1000,2025-07-16T11:14:20.3709113-03:00,2025-07-16T11:14:20.402207344-03:00,31.30,sucesso,,0.29,18
C29,7,16,50,2,1000,2025-07-16T11:14:20.372505382-03:00,2025-07-16T11:14:20.402137932-03:00,29.63,sucesso,,0.34,18
C29,7,17,50,2,1000,2025-07-16T11:14:20.370607688-03:00,2025-07-16T11:14:20.411497225-03:00,40.89,sucesso,,0.23,18
C29,7,18,50,2,1000,2025-07-16T11:14:20.456585152-03:00,2025-07-16T11:14:20.489244617-03:00,32.66,sucesso,,0.34,18
C29,7,19,50,2,1000,2025-07-16T11:14:20.454107537-03:00,2025-07-16T11:14:20.495774127-03:00,41.67,sucesso,,0.30,18
C29,7,20,50,2,1000,2025-07-16T11:14:20.451231825-03:00,2025-07-16T11:14:20.490733532-03:00,39.50,sucesso,,0.25,18
C29,7,21,50,2,1000,2025-07-16T11:14:20.450949804-03:00,2025-07-16T11:14:20.48917859-03:00,38.23,sucesso,,0.24,18
C29,7,22,50,2,1000,2025-07-16T11:14:20.454018643-03:00,2025-07-16T11:14:20.489438837-03:00,35.42,sucesso,,0.30,18
C29,7,23,50,2,1000,2025-07-16T11:14:20.451337666-03:00,2025-07-16T11:14:20.490445527-03:00,39.11,sucesso,,0.25,18
C29,7,24,50,2,1000,2025-07-16T11:14:20.450891931-03:00,2025-07-16T11:14:20.493417775-03:00,42.53,sucesso,,0.23,18
C29,7,25,50,2,1000,2025-07-16T11:14:20.451119333-03:00,2025-07-16T11:14:20.489433192-03:00,38.31,sucesso,,0.25,18
C29,7,26,50,2,1000,2025-07-16T11:14:20.450039988-03:00,2025-07-16T11:14:20.490553591-03:00,40.51,sucesso,,0.22,18
C29,7,27,50,2,1000,2025-07-16T11:14:20.44995184-03:00,2025-07-16T11:14:20.488754973-03:00,38.80,sucesso,,0.22,18
C29,7,28,50,2,1000,2025-07-16T11:14:20.448910216-03:00,2025-07-16T11:14:20.483966047-03:00,35.06,sucesso,,0.21,18
C29,7,29,50,2,1000,2025-07-16T11:14:20.45593154-03:00,2025-07-16T11:14:20.490418727-03:00,34.49,sucesso,,0.34,18
C29,7,30,50,2,1000,2025-07-16T11:14:20.45101818-03:00,2025-07-16T11:14:20.490645223-03:00,39.63,sucesso,,0.24,18
C29,7,31,50,2,1000,2025-07-16T11:14:20.451457191-03:00,2025-07-16T11:14:20.495772851-03:00,44.32,sucesso,,0.26,18
C29,7,32,50,2,1000,2025-07-16T11:14:20.453450844-03:00,2025-07-16T11:14:20.489436767-03:00,35.99,sucesso,,0.29,18
C29,7,33,50,2,1000,2025-07-16T11:14:20.457042427-03:00,2025-07-16T11:14:20.494181208-03:00,37.14,sucesso,,0.34,18
C29,7,34,50,2,1000,2025-07-16T11:14:20.450806687-03:00,2025-07-16T11:14:20.490833234-03:00,40.03,sucesso,,0.23,18
C29,7,35,50,2,1000,2025-07-16T11:14:20.502078707-03:00,2025-07-16T11:14:20.538802284-03:00,36.72,sucesso,,0.24,17
C29,7,36,50,2,1000,2025-07-16T11:14:20.500563786-03:00,2025-07-16T11:14:20.544575705-03:00,44.01,sucesso,,0.20,17
C29,7,37,50,2,1000,2025-07-16T11:14:20.502357227-03:00,2025-07-16T11:14:20.545517934-03:00,43.16,sucesso,,0.34,17
C29,7,38,50,2,1000,2025-07-16T11:14:20.5024331-03:00,2025-07-16T11:14:20.552301879-03:00,49.87,sucesso,,0.35,17
C29,7,39,50,2,1000,2025-07-16T11:14:20.5020786-03:00,2025-07-16T11:14:20.538765569-03:00,36.69,sucesso,,0.23,17
C29,7,40,50,2,1000,2025-07-16T11:14:20.504220414-03:00,2025-07-16T11:14:20.548661559-03:00,44.44,sucesso,,0.36,17
C29,7,41,50,2,1000,2025-07-16T11:14:20.502253744-03:00,2025-07-16T11:14:20.541200295-03:00,38.95,sucesso,,0.29,17
C29,7,42,50,2,1000,2025-07-16T11:14:20.502235003-03:00,2025-07-16T11:14:20.53861203-03:00,36.38,sucesso,,0.28,17
C29,7,43,50,2,1000,2025-07-16T11:14:20.502215953-03:00,2025-07-16T11:14:20.540827002-03:00,38.61,sucesso,,0.26,17
C29,7,44,50,2,1000,2025-07-16T11:14:20.504237271-03:00,2025-07-16T11:14:20.556969783-03:00,52.73,sucesso,,0.37,17
C29,7,45,50,2,1000,2025-07-16T11:14:20.502273415-03:00,2025-07-16T11:14:20.540863571-03:00,38.59,sucesso,,0.32,17
C29,7,46,50,2,1000,2025-07-16T11:14:20.502262638-03:00,2025-07-16T11:14:20.544503107-03:00,42.24,sucesso,,0.30,17
C29,7,47,50,2,1000,2025-07-16T11:14:20.502244188-03:00,2025-07-16T11:14:20.545476741-03:00,43.23,sucesso,,0.29,17
C29,7,48,50,2,1000,2025-07-16T11:14:20.502225969-03:00,2025-07-16T11:14:20.538992752-03:00,36.77,sucesso,,0.28,17
C29,7,49,50,2,1000,2025-07-16T11:14:20.502205986-03:00,2025-07-16T11:14:20.538876248-03:00,36.67,sucesso,,0.25,17
C29,7,50,50,2,1000,2025-07-16T11:14:20.502090336-03:00,2025-07-16T11:14:20.547079352-03:00,44.99,sucesso,,0.24,17
