cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb,num_goroutine
C89,1,1,50,4,1000,2025-07-16T11:19:00.747114054-03:00,2025-07-16T11:19:00.780365308-03:00,33.25,sucesso,,0.21,18
C89,1,2,50,4,1000,2025-07-16T11:19:00.747751196-03:00,2025-07-16T11:19:00.777003268-03:00,29.25,sucesso,,0.25,18
C89,1,3,50,4,1000,2025-07-16T11:19:00.747771173-03:00,2025-07-16T11:19:00.797399269-03:00,49.63,sucesso,,0.32,18
C89,1,4,50,4,1000,2025-07-16T11:19:00.747757128-03:00,2025-07-16T11:19:00.780584448-03:00,32.83,sucesso,,0.28,18
C89,1,5,50,4,1000,2025-07-16T11:19:00.747901651-03:00,2025-07-16T11:19:00.79722048-03:00,49.32,sucesso,,0.35,18
C89,1,6,50,4,1000,2025-07-16T11:19:00.747903726-03:00,2025-07-16T11:19:00.797364452-03:00,49.46,sucesso,,0.36,18
C89,1,7,50,4,1000,2025-07-16T11:19:00.747893793-03:00,2025-07-16T11:19:00.797453492-03:00,49.56,sucesso,,0.33,18
C89,1,8,50,4,1000,2025-07-16T11:19:00.747926881-03:00,2025-07-16T11:19:00.797388116-03:00,49.46,sucesso,,0.37,18
C89,1,9,50,4,1000,2025-07-16T11:19:00.747721274-03:00,2025-07-16T11:19:00.777129646-03:00,29.41,sucesso,,0.23,18
C89,1,10,50,4,1000,2025-07-16T11:19:00.747742083-03:00,2025-07-16T11:19:00.779431834-03:00,31.69,sucesso,,0.24,18
C89,1,11,50,4,1000,2025-07-16T11:19:00.747695252-03:00,2025-07-16T11:19:00.779461808-03:00,31.77,sucesso,,0.22,18
C89,1,12,50,4,1000,2025-07-16T11:19:00.747760999-03:00,2025-07-16T11:19:00.777030874-03:00,29.27,sucesso,,0.28,18
C89,1,13,50,4,1000,2025-07-16T11:19:00.747731979-03:00,2025-07-16T11:19:00.779362321-03:00,31.63,sucesso,,0.23,18
C89,1,14,50,4,1000,2025-07-16T11:19:00.747708483-03:00,2025-07-16T11:19:00.780995707-03:00,33.29,sucesso,,0.22,18
C89,1,15,50,4,1000,2025-07-16T11:19:00.74776622-03:00,2025-07-16T11:19:00.785457715-03:00,37.69,sucesso,,0.29,18
C89,1,16,50,4,1000,2025-07-16T11:19:00.747774349-03:00,2025-07-16T11:19:00.779536071-03:00,31.76,sucesso,,0.33,18
C89,1,17,50,4,1000,2025-07-16T11:19:00.747746253-03:00,2025-07-16T11:19:00.777005317-03:00,29.26,sucesso,,0.24,18
C89,1,18,50,4,1000,2025-07-16T11:19:00.807482563-03:00,2025-07-16T11:19:00.853122653-03:00,45.64,sucesso,,0.34,18
C89,1,19,50,4,1000,2025-07-16T11:19:00.806873061-03:00,2025-07-16T11:19:00.845517403-03:00,38.64,sucesso,,0.27,18
C89,1,20,50,4,1000,2025-07-16T11:19:00.806862156-03:00,2025-07-16T11:19:00.853098087-03:00,46.24,sucesso,,0.26,18
C89,1,21,50,4,1000,2025-07-16T11:19:00.806852774-03:00,2025-07-16T11:19:00.847299105-03:00,40.45,sucesso,,0.25,18
C89,1,22,50,4,1000,2025-07-16T11:19:00.806842479-03:00,2025-07-16T11:19:00.853109247-03:00,46.27,sucesso,,0.24,18
C89,1,23,50,4,1000,2025-07-16T11:19:00.806833067-03:00,2025-07-16T11:19:00.85308592-03:00,46.25,sucesso,,0.23,18
C89,1,24,50,4,1000,2025-07-16T11:19:00.80682147-03:00,2025-07-16T11:19:00.853050603-03:00,46.23,sucesso,,0.22,18
C89,1,25,50,4,1000,2025-07-16T11:19:00.806936641-03:00,2025-07-16T11:19:00.847209674-03:00,40.27,sucesso,,0.32,18
C89,1,26,50,4,1000,2025-07-16T11:19:00.806923641-03:00,2025-07-16T11:19:00.850976611-03:00,44.05,sucesso,,0.30,18
C89,1,27,50,4,1000,2025-07-16T11:19:00.806911272-03:00,2025-07-16T11:19:00.847180449-03:00,40.27,sucesso,,0.29,18
C89,1,28,50,4,1000,2025-07-16T11:19:00.806899113-03:00,2025-07-16T11:19:00.847288995-03:00,40.39,sucesso,,0.28,18
C89,1,29,50,4,1000,2025-07-16T11:19:00.806886273-03:00,2025-07-16T11:19:00.845373734-03:00,38.49,sucesso,,0.28,18
C89,1,30,50,4,1000,2025-07-16T11:19:00.806597331-03:00,2025-07-16T11:19:00.847240937-03:00,40.64,sucesso,,0.20,18
C89,1,31,50,4,1000,2025-07-16T11:19:00.806234304-03:00,2025-07-16T11:19:00.841423568-03:00,35.19,sucesso,,0.20,18
C89,1,32,50,4,1000,2025-07-16T11:19:00.803577411-03:00,2025-07-16T11:19:00.841661177-03:00,38.08,sucesso,,0.19,18
C89,1,33,50,4,1000,2025-07-16T11:19:00.806960728-03:00,2025-07-16T11:19:00.847190289-03:00,40.23,sucesso,,0.33,18
C89,1,34,50,4,1000,2025-07-16T11:19:00.806949181-03:00,2025-07-16T11:19:00.853047881-03:00,46.10,sucesso,,0.32,18
C89,1,35,50,4,1000,2025-07-16T11:19:00.877684201-03:00,2025-07-16T11:19:00.91174274-03:00,34.06,sucesso,,0.21,17
C89,1,36,50,4,1000,2025-07-16T11:19:00.878527743-03:00,2025-07-16T11:19:00.903675632-03:00,25.15,sucesso,,0.27,17
C89,1,37,50,4,1000,2025-07-16T11:19:00.878611943-03:00,2025-07-16T11:19:00.911735623-03:00,33.12,sucesso,,0.31,17
C89,1,38,50,4,1000,2025-07-16T11:19:00.877899546-03:00,2025-07-16T11:19:00.905918689-03:00,28.02,sucesso,,0.21,17
C89,1,39,50,4,1000,2025-07-16T11:19:00.878413645-03:00,2025-07-16T11:19:00.906032457-03:00,27.62,sucesso,,0.26,17
C89,1,40,50,4,1000,2025-07-16T11:19:00.878600737-03:00,2025-07-16T11:19:00.908886974-03:00,30.29,sucesso,,0.30,17
C89,1,41,50,4,1000,2025-07-16T11:19:00.878597919-03:00,2025-07-16T11:19:00.905607385-03:00,27.01,sucesso,,0.30,17
C89,1,42,50,4,1000,2025-07-16T11:19:00.878401165-03:00,2025-07-16T11:19:00.911886519-03:00,33.49,sucesso,,0.26,17
C89,1,43,50,4,1000,2025-07-16T11:19:00.878624623-03:00,2025-07-16T11:19:00.927976868-03:00,49.35,sucesso,,0.32,17
C89,1,44,50,4,1000,2025-07-16T11:19:00.878160047-03:00,2025-07-16T11:19:00.907054319-03:00,28.89,sucesso,,0.22,17
C89,1,45,50,4,1000,2025-07-16T11:19:00.878636361-03:00,2025-07-16T11:19:00.929550347-03:00,50.91,sucesso,,0.34,17
C89,1,46,50,4,1000,2025-07-16T11:19:00.878609456-03:00,2025-07-16T11:19:00.912312558-03:00,33.70,sucesso,,0.34,17
