cenario_id,repeticao,cliente_id,num_clientes,num_servidores,num_mensagens,tempo_inicio,tempo_fim,tempo_total_ms,status,erro,mem_mb,num_goroutine
C233,7,1,90,8,1000,2025-07-16T11:30:43.180938019-03:00,2025-07-16T11:30:43.243243047-03:00,62.31,sucesso,,0.21,31
C233,7,2,90,8,1000,2025-07-16T11:30:43.182983547-03:00,2025-07-16T11:30:43.262166362-03:00,79.18,sucesso,,0.26,31
C233,7,3,90,8,1000,2025-07-16T11:30:43.183150061-03:00,2025-07-16T11:30:43.243157432-03:00,60.01,sucesso,,0.27,31
C233,7,4,90,8,1000,2025-07-16T11:30:43.182878885-03:00,2025-07-16T11:30:43.243127431-03:00,60.25,sucesso,,0.25,31
C233,7,5,90,8,1000,2025-07-16T11:30:43.183093028-03:00,2025-07-16T11:30:43.274338289-03:00,91.25,sucesso,,0.26,31
C233,7,6,90,8,1000,2025-07-16T11:30:43.183457057-03:00,2025-07-16T11:30:43.219202824-03:00,35.75,sucesso,,0.28,31
C233,7,7,90,8,1000,2025-07-16T11:30:43.183637772-03:00,2025-07-16T11:30:43.321897937-03:00,138.26,sucesso,,0.43,31
C233,7,8,90,8,1000,2025-07-16T11:30:43.183584735-03:00,2025-07-16T11:30:43.274193015-03:00,90.61,sucesso,,0.38,31
C233,7,9,90,8,1000,2025-07-16T11:30:43.183563101-03:00,2025-07-16T11:30:43.312123583-03:00,128.56,sucesso,,0.35,31
C233,7,10,90,8,1000,2025-07-16T11:30:43.18235368-03:00,2025-07-16T11:30:43.262821305-03:00,80.47,sucesso,,0.24,31
C233,7,11,90,8,1000,2025-07-16T11:30:43.18326859-03:00,2025-07-16T11:30:43.243184063-03:00,59.92,sucesso,,0.27,31
C233,7,12,90,8,1000,2025-07-16T11:30:43.183648063-03:00,2025-07-16T11:30:43.27389215-03:00,90.24,sucesso,,0.45,31
C233,7,13,90,8,1000,2025-07-16T11:30:43.183627502-03:00,2025-07-16T11:30:43.243233096-03:00,59.61,sucesso,,0.42,31
C233,7,14,90,8,1000,2025-07-16T11:30:43.183605858-03:00,2025-07-16T11:30:43.274201359-03:00,90.60,sucesso,,0.41,31
C233,7,15,90,8,1000,2025-07-16T11:30:43.183574123-03:00,2025-07-16T11:30:43.245404917-03:00,61.83,sucesso,,0.37,31
C233,7,16,90,8,1000,2025-07-16T11:30:43.182790835-03:00,2025-07-16T11:30:43.321925613-03:00,139.13,sucesso,,0.25,31
C233,7,17,90,8,1000,2025-07-16T11:30:43.186507181-03:00,2025-07-16T11:30:43.243102601-03:00,56.60,sucesso,,0.49,31
C233,7,18,90,8,1000,2025-07-16T11:30:43.183531624-03:00,2025-07-16T11:30:43.24323029-03:00,59.70,sucesso,,0.31,31
C233,7,19,90,8,1000,2025-07-16T11:30:43.182682898-03:00,2025-07-16T11:30:43.321988851-03:00,139.31,sucesso,,0.24,31
C233,7,20,90,8,1000,2025-07-16T11:30:43.183669146-03:00,2025-07-16T11:30:43.24542494-03:00,61.76,sucesso,,0.46,31
C233,7,21,90,8,1000,2025-07-16T11:30:43.182560869-03:00,2025-07-16T11:30:43.243141551-03:00,60.58,sucesso,,0.24,31
C233,7,22,90,8,1000,2025-07-16T11:30:43.183658815-03:00,2025-07-16T11:30:43.274056572-03:00,90.40,sucesso,,0.46,31
C233,7,23,90,8,1000,2025-07-16T11:30:43.18361712-03:00,2025-07-16T11:30:43.26231097-03:00,78.69,sucesso,,0.41,31
C233,7,24,90,8,1000,2025-07-16T11:30:43.183595296-03:00,2025-07-16T11:30:43.297169213-03:00,113.57,sucesso,,0.39,31
C233,7,25,90,8,1000,2025-07-16T11:30:43.182943184-03:00,2025-07-16T11:30:43.29752276-03:00,114.58,sucesso,,0.26,31
C233,7,26,90,8,1000,2025-07-16T11:30:43.186311735-03:00,2025-07-16T11:30:43.292174256-03:00,105.86,sucesso,,0.47,31
C233,7,27,90,8,1000,2025-07-16T11:30:43.186492031-03:00,2025-07-16T11:30:43.297277032-03:00,110.79,sucesso,,0.47,31
C233,7,28,90,8,1000,2025-07-16T11:30:43.186530599-03:00,2025-07-16T11:30:43.329170624-03:00,142.64,sucesso,,0.51,31
